cityId,name
164,Tiquisio
165,Floresta
166,Tadó
167,Cotorra
168,Río Iró
169,Curillo
170,Coyaima
171,Nimaima
172,Puerto Nariño
173,Sampués
174,San Pedro de los Milagros
175,San Joaquín
176,Jerusalén
177,Santa Marta
178,Samaná
179,Durania
180,Mapiripán
181,Tuchín
182,Pachavita
183,Tenjo
184,Mahates
185,Chivor
186,Tarqui
187,Landázuri
188,Apartadó
189,El Playón
190,Puerto López
191,Floresta
192,Baranoa
193,Tinjacá
194,Simití
195,Gutiérrez
196,Simijaca
197,Natagaima
198,Saldaña
199,Atrato
200,Belén
201,La Palma
202,Piedras
203,Albania
204,Algeciras
205,Cucunubá
206,Paz de Ariporo
207,San Francisco
208,Marquetalia
209,Aratoca
210,Bagadó
211,Miranda
212,Boavita
213,San Pedro de los Milagros
214,Puerto Leguízamo
215,Norosí
216,La Belleza
217,Bosconia
218,Somondoco
219,El Peñón
220,La Merced
221,Pueblo Rico
222,Oiba
223,La Salina
224,Trujillo
225,Onzaga
226,Palmar
227,Santa Helena del Opón
228,Somondoco
229,Pueblo Nuevo
230,Anserma
231,Hatonuevo
232,Elías
233,Puerres
234,Covarachía
235,La Victoria
236,Santa Bárbara
237,Alvarado
238,Sogamoso
239,Piamonte
240,Trujillo
241,Algeciras
242,Ciénaga
243,Hato Corozal
244,Cerrito
245,Bolívar
246,Sitionuevo
247,El Roble
248,Fusagasugá
249,Solano
250,El Cantón del San Pablo
251,Espinal
252,Viterbo
253,El Rosario
254,Campo de la Cruz
255,Valparaíso
256,Remolino
257,Palmira
258,Barranquilla
259,Miraflores
260,Florencia
261,Morales
262,Paicol
263,Herveo
264,Moniquirá
265,Soplaviento
266,Funes
267,Villanueva
268,Valle de San José
269,Santa Rosalía
270,La Vega
271,Ráquira
272,Chita
273,Tuta
274,Envigado
275,San Pablo
276,San José de Toluviejo
277,Suaita
278,Río Iró
279,Toledo
280,San Luis de Sincé
281,Anzoátegui
282,Ciénaga
283,San Andrés de Tumaco
284,Puerto Tejada
285,El Retorno
286,Los Palmitos
287,Yacuanquer
288,Caldas
289,Santa Bárbara
290,Becerril
291,Tinjacá
292,Rovira
293,Mogotes
294,Arbeláez
295,Ubaque
296,Palocabildo
297,Enciso
298,Amalfi
299,San Agustín
300,La Victoria
301,Nariño
302,Cota
303,Guateque
304,San Pedro de los Milagros
305,Funza
306,Cotorra
307,Mogotes
308,Guachetá
309,Boyacá
310,Guadalajara de Buga
311,Pisba
312,Santa Rosa de Cabal
313,Garzón
314,Vegachí
315,San Benito
316,Belén de Umbría
317,El Tambo
318,Ciénega
319,Iza
320,Vegachí
321,Norosí
322,Turbaná
323,Peque
324,Cubará
325,Nobsa
326,Barranquilla
327,Chivatá
328,San Andrés de Cuerquía
329,San José del Guaviare
330,Valledupar
331,Planadas
332,Consacá
333,Guadalupe
334,Algarrobo
335,Onzaga
336,San José del Palmar
337,Los Santos
338,Sutatausa
339,El Colegio
340,Palmira
341,Mosquera
342,San Vicente Ferrer
343,Santa Cruz de Mompox
344,El Águila
345,Puebloviejo
346,Gachalá
347,Vergara
348,Cocorná
349,Saravena
350,Piamonte
351,Gachancipá
352,Chaguaní
353,Barranca de Upía
354,Pacoa
355,Cogua
356,Yavaraté
357,Cerrito
358,Garzón
359,Acandí
360,Icononzo
361,Junín
362,Iles
363,Ulloa
364,Villahermosa
365,Bolívar
366,Cuaspud Carlosama
367,Algarrobo
368,Chivolo
369,Nimaima
370,Villa Caro
371,Chinú
372,Titiribí
373,Hatonuevo
374,Campohermoso
375,Sucre
376,Tuta
377,Fosca
378,Envigado
379,Venecia
380,Ansermanuevo
381,Toro
382,Chima
383,Villagómez
384,Chitaraque
385,Armenia
386,Viracachá
387,Caracolí
388,San Pablo
389,Barranquilla
390,Manzanares
391,Supatá
392,Venecia
393,Acacías
394,Melgar
395,Alpujarra
396,Miranda
397,Ituango
398,Chía
399,La Chorrera
400,La Esperanza
401,El Bagre
402,Cali
403,Cartagena del Chairá
404,Majagual
405,San Jacinto
406,Angelópolis
407,Guasca
408,Chaparral
409,Girardot
410,Madrid
411,San Estanislao
412,Medio Baudó
413,Pedraza
414,Medio San Juan
415,Mercaderes
416,Santacruz
417,Polonuevo
418,Río Viejo
419,Arauquita
420,Alcalá
421,Soplaviento
422,Manaure
423,Campamento
424,Pupiales
425,Toca
426,Cartagena del Chairá
427,Dolores
428,Purísima de la Concepción
429,Santacruz
430,Guavatá
431,Tarso
432,Amalfi
433,San Carlos
434,La Belleza
435,Olaya
436,Valparaíso
437,Valle de San Juan
438,Cunday
439,Bajo Baudó
440,Lenguazaque
441,Dosquebradas
442,Toro
443,Magüí
444,Arboleda
445,Cartago
446,Puerto López
447,Contadero
448,Villagarzón
449,La Paz
450,Carmen del Darién
451,Guapi
452,La Celia
453,Marsella
454,Girón
455,Pedraza
456,Valle de San José
457,Morales
458,Albán
459,Ponedera
460,El Doncello
461,Sabanalarga
462,Cacahual
463,Belén
464,Puerto Nariño
465,Caparrapí
466,La Calera
467,Río Viejo
468,Teorama
469,San Jacinto
470,Valle de San José
471,Papunahua
472,Boyacá
473,San Agustín
474,Buenavista
475,Yondó
476,Pore
477,Solita
478,Paya
479,Úmbita
480,San Carlos
481,Anzoátegui
482,Gámbita
483,Guamal
484,Natagaima
485,Vegachí
486,Floridablanca
487,Río de Oro
488,Tierralta
489,Molagavita
490,Curití
491,Concepción
492,Chimichagua
493,Güicán de la Sierra
494,Remolino
495,Otanche
496,Funes
497,La Salina
498,San Pedro
499,Mercaderes
500,Santa Rosa del Sur
501,Socorro
502,Campamento
503,Guacarí
504,Villa Caro
505,Puerto Salgar
506,Fortul
507,Puerto Rondón
508,El Encanto
509,Piamonte
510,La Unión
511,Puerto Santander
512,Barranca de Upía
513,Mosquera
514,Santa Rosa
515,Santa Rosa de Viterbo
516,Carepa
517,Anzoátegui
518,Nueva Granada
519,Puerto Santander
520,El Playón
521,Florián
522,Candelaria
523,Jordán
524,El Castillo
525,Útica
526,Nimaima
527,Cértegui
528,Remolino
529,San José del Fragua
530,Candelaria
531,Ambalema
532,Talaigua Nuevo
533,Piedecuesta
534,Mongua
535,Padilla
536,Ábrego
537,Susacón
538,Belén de Umbría
539,Canalete
540,El Molino
541,Cerinza
542,Morichal
543,Puerto Libertador
544,Bochalema
545,Vegachí
546,Hacarí
547,Aranzazu
548,Retiro
549,Valledupar
550,Aranzazu
551,Condoto
552,Quipile
553,Piojó
554,Santa Bárbara de Pinto
555,Tangua
556,Pinillos
557,Susa
558,Pauna
559,Manatí
560,Bojayá
561,Ituango
562,Leiva
563,Briceño
564,La Celia
565,El Molino
566,Guamal
567,Yavaraté
568,Rovira
569,Manaure Balcón del Cesar
570,Confines
571,Fómeque
572,Colombia
573,Mercaderes
574,Berbeo
575,Gualmatán
576,Roncesvalles
577,Puerto Berrío
578,Villarrica
579,Norcasia
580,Guachucal
581,Briceño
582,Granada
583,Neiva
584,Dolores
585,Piedecuesta
586,Contratación
587,San Fernando
588,Jambaló
589,Yopal
590,Junín
591,Caicedo
592,Nariño
593,Morales
594,Algeciras
595,Curillo
596,Medio San Juan
597,Venecia
598,Cravo Norte
599,Almaguer
600,Pachavita
601,Santa Catalina
602,Coper
603,Villagarzón
604,Guamal
605,Charta
606,Bucarasica
607,El Santuario
608,Liborina
609,Santa Ana
610,Santa Helena del Opón
611,Providencia
612,Salgar
613,Puerto Santander
614,El Rosario
615,San Felipe
616,Apartadó
617,Sipí
618,El Peñón
619,Purificación
620,Fúquene
621,Santa Catalina
622,Bolívar
623,Villa de San Diego de Ubaté
624,Villanueva
625,San Mateo
626,Facatativá
627,Pandi
628,Duitama
629,California
630,San Cristóbal
631,San Cayetano
632,Bojacá
633,El Peñón
634,Villagarzón
635,Yarumal
636,Sasaima
637,Corinto
638,Ciénega
639,Chíquiza
640,San Eduardo
641,Cajibío
642,San Martín de Loba
643,Campo de la Cruz
644,El Bagre
645,Valle de San José
646,Usiacurí
647,Santo Domingo
648,Corrales
649,Albania
650,Tibaná
651,Concepción
652,Chita
653,Orocué
654,Barrancominas
655,La Florida
656,Gachetá
657,Rionegro
658,Silos
659,Supatá
660,Tocancipá
661,Santa Rosa de Cabal
662,Puerto Nare
663,Suesca
664,Togüí
665,Yaguará
666,San Miguel de Sema
667,El Playón
668,Purísima de la Concepción
669,La Cumbre
670,Marquetalia
671,Villapinzón
672,Consacá
673,Mapiripán
674,Paya
675,Sandoná
676,Toledo
677,Puerto Wilches
678,Sabanas de San Ángel
679,Pradera
680,Distracción
681,San Bernardo del Viento
682,Junín
683,Yolombó
684,Vergara
685,Manta
686,Orito
687,Guacamayas
688,Sabanalarga
689,Chimichagua
690,Puerto Triunfo
691,Zaragoza
692,Remolino
693,Sativanorte
694,Río Viejo
695,Taminango
696,Santa Rosa de Cabal
697,Campo de la Cruz
698,Jericó
699,Turbaná
700,Concepción
701,Santander de Quilichao
702,Nueva Granada
703,Nátaga
704,La Uvita
705,Riosucio
706,Remolino
707,San Sebastián de Buenavista
708,Pereira
709,Istmina
710,El Peñol
711,Manizales
712,Buenaventura
713,Agrado
714,Panqueba
715,Santa Rosa
716,Hato Corozal
717,Cepitá
718,Monguí
719,Granada
720,Nocaima
721,Neiva
722,Villamaría
723,San Miguel
724,Albania
725,Gachantivá
726,Pupiales
727,Gámeza
728,Génova
729,Cuítiva
730,Barbosa
731,Cómbita
732,Quipile
733,La Chorrera
734,Montecristo
735,Santa Isabel
736,Sopetrán
737,Supatá
738,San Jerónimo
739,Río Iró
740,Puerres
741,Contadero
742,Ortega
743,Paya
744,Murillo
745,Contratación
746,Envigado
747,Valle del Guamuez
748,Puerto Salgar
749,Puerto Colombia
750,Calamar
751,San Diego
752,Suesca
753,Timaná
754,Herrán
755,La Tola
756,Medio Atrato
757,Campamento
758,Calarcá
759,Icononzo
760,Ipiales
761,Pasca
762,Lourdes
763,Guadalupe
764,Guamal
765,Providencia
766,Frontino
767,Maicao
768,Tona
769,Luruaco
770,El Carmen de Viboral
771,Toribío
772,Concordia
773,Supía
774,La Capilla
775,San Jacinto
776,Palestina
777,Carmen de Carupa
778,Tinjacá
779,La Unión
780,Puerto Boyacá
781,El Piñón
782,San Benito
783,Caramanta
784,Pijiño del Carmen
785,Victoria
786,Cotorra
787,Guasca
788,Francisco Pizarro
789,Carolina
790,Chía
791,Puerto Triunfo
792,Bosconia
793,La Vega
794,Medio San Juan
795,Guatapé
796,San Vicente del Caguán
797,Los Córdobas
798,Chitagá
799,Olaya
800,Santa María
801,Santo Domingo
802,Guamo
803,Cañasgordas
804,Istmina
805,Andalucía
806,Tierralta
807,Bosconia
808,Medina
809,San Pedro de Cartago
810,Cáceres
811,Chámeza
812,Nueva Granada
813,Toribío
814,Encino
815,Santiago de Tolú
816,San Gil
817,Santa Helena del Opón
818,Santa Rosa del Sur
819,Ancuya
820,Altos del Rosario
821,El Banco
822,Guacarí
823,Fundación
824,Balboa
825,Envigado
826,San Cayetano
827,Cepitá
828,Encino
829,Piendamó - Tunía
830,Montería
831,La Virginia
832,Zaragoza
833,Cañasgordas
834,Montebello
835,Arenal
836,Tamalameque
837,Zapayán
838,Villagarzón
839,Santa Rosa de Viterbo
840,La Merced
841,Caloto
842,Tunja
843,Montelíbano
844,Pitalito
845,Pinillos
846,Yumbo
847,Simacota
848,Villa del Rosario
849,Ayapel
850,Betéitiva
851,Plato
852,Caicedonia
853,Villavicencio
854,Ayapel
855,Uribia
856,Sapuyes
857,Tibasosa
858,El Carmen de Viboral
859,Puerto Rico
860,Arcabuco
861,Villagarzón
862,Cañasgordas
863,Paime
864,Caldono
865,Angostura
866,Pasto
867,Jericó
868,Boyacá
869,Charalá
870,Guachetá
871,Bojayá
872,San Miguel
873,Bugalagrande
874,San Sebastián de Buenavista
875,El Doncello
876,Duitama
877,Chiquinquirá
878,Caramanta
879,Granada
880,Manzanares
881,Puracé
882,Cajamarca
883,Piedecuesta
884,El Charco
885,Paz de Río
886,Melgar
887,Sabanalarga
888,Ráquira
889,Nariño
890,La Chorrera
891,Junín
892,Hispania
893,Ventaquemada
894,La Pedrera
895,El Tambo
896,San Marcos
897,Aipe
898,Puerto Boyacá
899,Guachetá
900,Soracá
901,Morelia
902,Solano
903,Hatonuevo
904,Floresta
905,Providencia
906,Pueblo Rico
907,Chiscas
908,Acevedo
909,Contratación
910,Páez
911,San José de Uré
912,Nunchía
913,La Vega
914,Fundación
915,Santa Rosa de Osos
916,Cuaspud Carlosama
917,Balboa
918,Mocoa
919,Bajo Baudó
920,Santa Rosa
921,Zambrano
922,Nobsa
923,Nechí
924,Guasca
925,Vetas
926,La Mesa
927,Puente Nacional
928,La Esperanza
929,Candelaria
930,Pupiales
931,Yalí
932,Páramo
933,Norcasia
934,San Juan de Urabá
935,Santa María
936,San Luis de Sincé
937,Oicatá
938,El Peñón
939,Zona Bananera
940,Galán
941,Jenesano
942,San Miguel
943,San Sebastián
944,Pelaya
945,Cacahual
946,Montería
947,San Juanito
948,El Zulia
949,Chíquiza
950,Valledupar
951,Bosconia
952,Calima
953,Motavita
954,Pore
955,Puerto Wilches
956,Tamalameque
957,Sonsón
958,Sucre
959,Soledad
960,Inírida
961,San Felipe
962,Jamundí
963,San Miguel
964,Cali
965,Villanueva
966,Villavieja
967,Floresta
968,Restrepo
969,Retiro
970,Achí
971,Nocaima
972,Becerril
973,El Molino
974,Sesquilé
975,Toca
976,Pauna
977,Murillo
978,Pueblo Rico
979,Gualmatán
980,Floridablanca
981,Zaragoza
982,Tasco
983,Algeciras
984,Confines
985,Mosquera
986,San Calixto
987,Pandi
988,Villeta
989,El Carmen de Atrato
990,Sáchica
991,Chinú
992,Turbaco
993,Argelia
994,Convención
995,Recetor
996,Jambaló
997,Ansermanuevo
998,Cerinza
999,San Juanito
1000,Guatapé
1001,Socha
1002,Bolívar
1003,Santa Lucía
1004,Sandoná
1005,Fosca
1006,Cabrera
1007,San Francisco
1008,Ataco
1009,California
1010,Guaca
1011,Suan
1012,San Agustín
1013,Jordán
1014,Campamento
1015,Carcasí
1016,Jambaló
1017,Guadalupe
1018,Toro
1019,Rioblanco
1020,Belén de Umbría
1021,Uramita
1022,Espinal
1023,Roldanillo
1024,Cubará
1025,Murindó
1026,Guatapé
1027,Los Palmitos
1028,Cáchira
1029,San Joaquín
1030,Guatapé
1031,Palmito
1032,El Cerrito
1033,Colón
1034,Colombia
1035,Samaniego
1036,Trinidad
1037,Aranzazu
1038,Ituango
1039,El Playón
1040,Baraya
1041,El Retén
1042,Regidor
1043,Rovira
1044,San Juan del Cesar
1045,Sáchica
1046,Anzoátegui
1047,Anserma
1048,La Paz
1049,Güicán de la Sierra
1050,San José de Toluviejo
1051,Guaduas
1052,Acacías
1053,Buenos Aires
1054,Pamplonita
1055,Tununguá
1056,Gamarra
1057,San José del Guaviare
1058,Sabana de Torres
1059,Bucarasica
1060,Segovia
1061,Aratoca
1062,Bojacá
1063,La Mesa
1064,Icononzo
1065,Medellín
1066,Cocorná
1067,Lérida
1068,Cotorra
1069,Sácama
1070,Iza
1071,Necoclí
1072,El Bagre
1073,Villanueva
1074,Ubalá
1075,Rionegro
1076,Puerto Asís
1077,La Mesa
1078,El Cerrito
1079,Caldas
1080,Machetá
1081,San Pedro de Urabá
1082,Salamina
1083,Murindó
1084,Corinto
1085,El Peñón
1086,Tota
1087,Granada
1088,Agrado
1089,Caucasia
1090,Juradó
1091,Providencia
1092,El Paso
1093,Ginebra
1094,Puerto Wilches
1095,Villahermosa
1096,Guacamayas
1097,Anapoima
1098,Sotará Paispamba
1099,Salento
1100,Rovira
1101,Gámbita
1102,Alto Baudó
1103,Santa Cruz de Mompox
1104,Covarachía
1105,San Fernando
1106,Morelia
1107,Topaipí
1108,Quimbaya
1109,Chivolo
1110,Teruel
1111,Bahía Solano
1112,Cajamarca
1113,Purísima de la Concepción
1114,San Joaquín
1115,Armero
1116,Timbiquí
1117,Tuchín
1118,Génova
1119,Santa Fé de Antioquia
1120,Soplaviento
1121,Manta
1122,Alvarado
1123,Chimichagua
1124,Imués
1125,Imués
1126,El Dorado
1127,Providencia
1128,Santa Rosalía
1129,Rosas
1130,Convención
1131,Santa Rosa de Osos
1132,Hacarí
1133,Río Viejo
1134,Puerto Santander
1135,Miraflores
1136,El Peñón
1137,Orocué
1138,El Copey
1139,San Andrés
1140,Madrid
1141,Tuchín
1142,Aguadas
1143,Guatavita
1144,Málaga
1145,Junín
1146,Mitú
1147,Betania
1148,Guamo
1149,La Estrella
1150,Florencia
1151,Montecristo
1152,Restrepo
1153,Los Patios
1154,Ciénaga de Oro
1155,San Jacinto
1156,Jenesano
1157,San Luis de Palenque
1158,Caparrapí
1159,Mistrató
1160,Palmito
1161,Ventaquemada
1162,Agustín Codazzi
1163,Marquetalia
1164,Arenal
1165,Tópaga
1166,Natagaima
1167,Soledad
1168,Cajicá
1169,Becerril
1170,Guasca
1171,Mutatá
1172,Angelópolis
1173,Vélez
1174,Barbacoas
1175,El Cairo
1176,Distracción
1177,Fredonia
1178,Susa
1179,Donmatías
1180,Valparaíso
1181,Unión Panamericana
1182,Filandia
1183,Envigado
1184,Supatá
1185,El Playón
1186,Suárez
1187,Chivor
1188,Candelaria
1189,Maicao
1190,Argelia
1191,La Florida
1192,Medio Baudó
1193,Briceño
1194,Clemencia
1195,Chaparral
1196,Villa del Rosario
1197,Sucre
1198,Fonseca
1199,La Vega
1200,San José
1201,Mesetas
1202,Tarso
1203,Viotá
1204,Capitanejo
1205,San José de Toluviejo
1206,Concordia
1207,Almaguer
1208,Bello
1209,Tipacoque
1210,Tarqui
1211,Clemencia
1212,Los Palmitos
1213,Chipatá
1214,La Tebaida
1215,Solano
1216,Lourdes
1217,Támara
1218,Nunchía
1219,Pelaya
1220,Samacá
1221,Guatapé
1222,Amagá
1223,Durania
1224,Aquitania
1225,Malambo
1226,Encino
1227,Caimito
1228,Barranquilla
1229,Tocancipá
1230,Yacuanquer
1231,Dolores
1232,Togüí
1233,Manaure Balcón del Cesar
1234,Salazar
1235,Villa del Rosario
1236,Támesis
1237,Paratebueno
1238,Gutiérrez
1239,San Martín
1240,San Cayetano
1241,San Luis de Sincé
1242,Zipacón
1243,Cumbal
1244,Guachetá
1245,Guacarí
1246,Piendamó - Tunía
1247,Zona Bananera
1248,Puerto Lleras
1249,Barranco de Loba
1250,Cumaral
1251,Consacá
1252,Aquitania
1253,Remedios
1254,Cacahual
1255,Sitionuevo
1256,San Bernardo
1257,Ipiales
1258,Planeta Rica
1259,San Juan de Arama
1260,Cota
1261,Montenegro
1262,Tenjo
1263,Sevilla
1264,San Andrés de Cuerquía
1265,Río Quito
1266,Guarne
1267,Guataquí
1268,San José del Fragua
1269,Medio Baudó
1270,Cartago
1271,Buenavista
1272,La Uvita
1273,Yumbo
1274,Vijes
1275,Fusagasugá
1276,Guataquí
1277,Labranzagrande
1278,La Apartada
1279,Arenal
1280,Lorica
1281,Segovia
1282,Pamplonita
1283,Capitanejo
1284,Villamaría
1285,Planeta Rica
1286,Santa Isabel
1287,El Carmen
1288,Puerto Tejada
1289,Los Palmitos
1290,Concepción
1291,Bucarasica
1292,San Antonio del Tequendama
1293,Ramiriquí
1294,Bugalagrande
1295,Tibacuy
1296,Gualmatán
1297,Pachavita
1298,Pereira
1299,Tota
1300,El Piñón
1301,Tubará
1302,Orito
1303,Jordán
1304,Palmar
1305,Samaniego
1306,Sibundoy
1307,Duitama
1308,Alejandría
1309,El Carmen de Bolívar
1310,Quibdó
1311,Tocancipá
1312,Quípama
1313,Ábrego
1314,Guataquí
1315,Nocaima
1316,Rioblanco
1317,Paratebueno
1318,Barranco de Loba
1319,La Florida
1320,La Cumbre
1321,Sitionuevo
1322,Mosquera
1323,Río de Oro
1324,Alejandría
1325,Cerinza
1326,Trinidad
1327,Donmatías
1328,Molagavita
1329,Guasca
1330,Marulanda
1331,Valledupar
1332,El Guacamayo
1333,San Pedro de los Milagros
1334,Güicán de la Sierra
1335,Sabana de Torres
1336,Cumbitara
1337,Yotoco
1338,Chinú
1339,Juan de Acosta
1340,Córdoba
1341,Chitagá
1342,Marulanda
1343,Villagarzón
1344,Tauramena
1345,La Macarena
1346,La Unión
1347,Piendamó - Tunía
1348,Sácama
1349,Villa de San Diego de Ubaté
1350,Manta
1351,Armero
1352,La Guadalupe
1353,Pitalito
1354,Cácota
1355,Taraira
1356,Hispania
1357,Vegachí
1358,Pensilvania
1359,Barrancas
1360,San Carlos
1361,San Bernardo
1362,San José
1363,Villagómez
1364,Victoria
1365,El Paso
1366,Otanche
1367,Matanza
1368,Chaparral
1369,Mutatá
1370,Paratebueno
1371,Puerto Arica
1372,Granada
1373,Tununguá
1374,Bagadó
1375,Falan
1376,Agua de Dios
1377,Tenjo
1378,López de Micay
1379,Gamarra
1380,Santiago
1381,Puerto Nariño
1382,Panqueba
1383,Sabana de Torres
1384,Suesca
1385,Pasca
1386,Turmequé
1387,El Carmen de Viboral
1388,Los Patios
1389,Guatavita
1390,Ubalá
1391,Yalí
1392,Pácora
1393,Roldanillo
1394,San Juan Nepomuceno
1395,Santa Catalina
1396,Lorica
1397,Usiacurí
1398,Abejorral
1399,Charta
1400,Puerto Gaitán
1401,La Victoria
1402,Puerto Salgar
1403,Yaguará
1404,Yavaraté
1405,San Luis de Sincé
1406,Puerto Caicedo
1407,Marsella
1408,Chinú
1409,Útica
1410,La Merced
1411,La Ceja
1412,Valle de San José
1413,Urumita
1414,Murindó
1415,Río de Oro
1416,Papunahua
1417,San Martín
1418,Usiacurí
1419,Hatonuevo
1420,Marsella
1421,Carmen de Apicalá
1422,El Retorno
1423,Bochalema
1424,Saboyá
1425,Teruel
1426,Santa María
1427,Pueblorrico
1428,El Litoral del San Juan
1429,Marmato
1430,Simacota
1431,Sonsón
1432,Pácora
1433,San Zenón
1434,Turbaco
1435,Madrid
1436,Yacopí
1437,Buenavista
1438,Páez
1439,Angostura
1440,Chinú
1441,Viterbo
1442,Santa María
1443,Machetá
1444,Buriticá
1445,Puerto Triunfo
1446,Turbo
1447,Pauna
1448,Totoró
1449,Ocaña
1450,Puracé
1451,Dolores
1452,El Litoral del San Juan
1453,El Playón
1454,Villavieja
1455,Pore
1456,Campo de la Cruz
1457,Tabio
1458,Guadalupe
1459,Pesca
1460,Bucaramanga
1461,Planeta Rica
1462,Puerto Salgar
1463,Cácota
1464,Santa Bárbara
1465,San Pablo de Borbur
1466,Montebello
1467,Dabeiba
1468,Flandes
1469,Puebloviejo
1470,Tabio
1471,Istmina
1472,San Vicente Ferrer
1473,Puerto Colombia
1474,Risaralda
1475,San Gil
1476,San Martín de Loba
1477,Pinchote
1478,Lenguazaque
1479,Apartadó
1480,Sotaquirá
1481,Iza
1482,Abejorral
1483,Barrancominas
1484,El Rosario
1485,Yaguará
1486,La Montañita
1487,Ariguaní
1488,Chinú
1489,Santander de Quilichao
1490,Chachagüí
1491,Betulia
1492,Purificación
1493,Rionegro
1494,San José
1495,Santa Rosa del Sur
1496,Socha
1497,Vijes
1498,San Diego
1499,Gamarra
1500,Amagá
1501,Pacoa
1502,Boavita
1503,Rivera
1504,Pelaya
1505,Guadalajara de Buga
1506,Buenos Aires
1507,Caldas
1508,Cabrera
1509,Barrancas
1510,Río Quito
1511,Sabanas de San Ángel
1512,Tibaná
1513,Totoró
1514,Palestina
1515,Coveñas
1516,Bosconia
1517,El Peñón
1518,Socha
1519,Pailitas
1520,Agrado
1521,San Lorenzo
1522,San Martín
1523,Granada
1524,Roberto Payán
1525,Santa María
1526,Guavatá
1527,Piamonte
1528,La Pedrera
1529,Chipatá
1530,San Vicente Ferrer
1531,Palermo
1532,La Dorada
1533,Chitagá
1534,Pijiño del Carmen
1535,Jenesano
1536,Yopal
1537,San Antonio del Tequendama
1538,Manta
1539,Villanueva
1540,Puerto Libertador
1541,Corinto
1542,Beltrán
1543,Pueblo Rico
1544,Girón
1545,Toro
1546,Pueblo Bello
1547,Florencia
1548,San Carlos
1549,La Chorrera
1550,San Carlos
1551,Corinto
1552,Santa Ana
1553,Turmequé
1554,Simijaca
1555,Gama
1556,Medina
1557,Socotá
1558,Concordia
1559,Villagarzón
1560,Aguada
1561,Yolombó
1562,Simacota
1563,Hatonuevo
1564,Santa Marta
1565,Mistrató
1566,Aracataca
1567,San Felipe
1568,Guamal
1569,Morales
1570,Pachavita
1571,Cubará
1572,Ubalá
1573,Nueva Granada
1574,Buenavista
1575,El Carmen de Chucurí
1576,El Bagre
1577,Villanueva
1578,La Gloria
1579,Pijiño del Carmen
1580,La Capilla
1581,Morichal
1582,Riosucio
1583,Valle de San Juan
1584,Pueblorrico
1585,Alvarado
1586,Tibacuy
1587,Valencia
1588,Guataquí
1589,Cerinza
1590,La Vega
1591,San Vicente del Caguán
1592,Maceo
1593,Sativanorte
1594,Ancuya
1595,Villagómez
1596,Santa Sofía
1597,Tunja
1598,San José del Guaviare
1599,Guadalupe
1600,Sáchica
1601,Belmira
1602,Belén
1603,Plato
1604,Yacopí
1605,San Zenón
1606,Icononzo
1607,Puerto Lleras
1608,Uribe
1609,San José del Guaviare
